timestamp,grid_voltage,grid_current,grid_power,grid_label,solar_voltage,solar_current,solar_power,solar_label,anomaly_pred,is_anomaly_detected,true_label
2026-02-14 23:42:12.336377,9.178405409606684,0.2904517993488652,2.66588436637362,0,4.880052457434028,0.0234967743078532,0.114665491202812,0,1,0,0
2026-02-14 23:42:17.336377,9.211337232295689,0.2591502635061475,2.3871204709934157,0,4.729801940941822,0.0230896756121162,0.1092095925259045,0,1,0,0
2026-02-14 23:42:22.336377,9.135417021489127,0.314065251658622,2.8691170458604422,0,4.806076858052786,0.0199339323070509,0.0958040107509081,0,1,0,0
2026-02-14 23:42:27.336377,9.244590023926992,0.3178109259179796,2.938031715236354,0,4.64957095883767,0.0278282911757934,0.1293896144850478,0,1,0,0
2026-02-14 23:42:32.336377,9.177848110937846,0.2890475337373372,2.6528343614824643,0,4.645244237822216,0.0298992301896962,0.1388892267540064,0,1,0,0
2026-02-14 23:42:37.336377,9.135089240559711,0.3162796181030085,2.889242536341128,0,4.9319081913857845,0.0234825381380008,0.1158137221973353,0,1,0,0
2026-02-14 23:42:42.336377,9.197610674048375,0.3154752537069966,2.901618560893592,0,4.735106235424481,0.0263063668789463,0.1245634418398628,0,1,0,0
2026-02-14 23:42:47.336377,9.171323759040748,0.2710918536482293,2.486271158246403,0,4.9251865118487705,0.0226607286509513,0.1116083151003308,0,1,0,0
2026-02-14 23:42:52.336377,9.203408046131669,0.279006118156626,2.5678071527626543,0,4.886767734506313,0.0217913373570057,0.1064892042879576,0,1,0,0
2026-02-14 23:42:57.336377,9.23026664955581,0.3337344812487502,3.0804582520771486,0,4.639670400899751,0.0284241456611228,0.1318786672947749,0,1,0,0
2026-02-14 23:43:02.336377,9.29515836182184,0.2774552973428362,2.5789909271280296,0,4.818148326418248,0.0190147455733583,0.0916158645615454,0,1,0,0
2026-02-14 23:43:07.336377,9.165207090840244,0.3211376085548385,2.943292687062285,0,4.582865721503977,0.0242380210354457,0.1110795957604364,0,1,0,0
2026-02-14 23:43:12.336377,9.191855264002632,0.3076179622429759,2.827579785544861,0,4.784585364172856,0.0135815556030243,0.0649821121609302,0,1,0,0
2026-02-14 23:43:17.336377,9.132302247312657,0.2869570787094829,2.620578774780885,0,4.834444989827791,0.0164831710296301,0.0796869836006699,0,1,0,0
2026-02-14 23:43:22.336377,9.22465613007046,0.3200839863021689,2.952664706379692,0,4.794533948264052,0.0278115368906653,0.1333433577756932,0,1,0,0
2026-02-14 23:43:27.336377,9.119319959586456,0.2852278035919803,2.601083602325352,0,4.858442569830195,0.0225230543827688,0.1094269662158446,0,1,0,0
2026-02-14 23:43:32.336377,9.156647761423008,0.2717338571792504,2.488171215043223,0,4.695437329122413,0.0187246817812236,0.087920569811496,0,1,0,0
2026-02-14 23:43:37.336377,9.12285135628864,0.3087656272842181,2.8168229216451417,0,4.919271637918666,0.0132013538366921,0.0649410455109684,0,1,0,0
